"emotion","intensity","statement","repetition","gender","Amp1","Amp2","Amp3","Amp4","Amp5","Amp6","Amp7","Amp8","Amp9","Amp10"
"3",0.533333333333333,0.5,-0.5,0.5,-2.59860151693187,-2.22649925535221,-2.25387180052313,-1.59127827201204,-1.61862211480523,-1.89619532723727,-1.30539166643612,-2.21938642084005,-1.86273923099307,-3.0656647247961
"3",0.533333333333333,0.5,0.5,0.5,-1.56770178215843,-1.41377885992756,-2.07879397078549,-2.41376541075287,-1.47086344767544,-1.2170309859598,-2.0350162921731,-1.70967030699815,-2.11326335319452,-1.92278108721476
"4",-0.466666666666667,-0.5,-0.5,0.5,-1.58380711260177,-1.71298005655878,-1.98961014291548,-1.7118648046259,-1.66231810494972,-2.20455808594782,-2.16795259504069,-1.43231554655193,-1.89947518635975,-2.35094937068386
"4",-0.466666666666667,-0.5,0.5,0.5,-2.3008251120488,-1.48928454250516,-1.40433601924676,-2.23262017031261,-1.30180809330815,-1.92400890826012,-1.93927896986368,-1.33888123437253,-1.08700198319301,-2.26960036775399
"4",-0.466666666666667,0.5,-0.5,0.5,-0.52371113451235,-1.96473359383192,-1.6039407959064,-1.90598941751768,-2.210014625623,-1.94388174286978,-1.77275957814219,-1.94059433983606,-2.01719431081945,-2.00603283390699
"4",-0.466666666666667,0.5,0.5,0.5,-1.23682168018025,-1.58654205607728,-1.66021483828824,-1.10843158475868,-1.9775891336148,-1.97339056784141,-1.92036419172318,-1.67727949693941,-2.1248440001614,-2.20681545981263
"4",0.533333333333333,-0.5,-0.5,0.5,-1.28424233517213,-1.26036049040536,-2.04056266410093,-1.36067268494297,-2.22547002106138,-2.19175458811675,-2.38739229010832,-1.44438026186817,-1.72428208114431,-1.79501454072734
"4",0.533333333333333,-0.5,0.5,0.5,-0.656360412831758,-2.280977059306,-1.10299765465596,-2.26072072139554,-2.53434089410309,-1.71266682714626,-1.89596698420533,-0.795221620452808,-0.622440423988928,-1.92833411502086
"4",0.533333333333333,0.5,-0.5,0.5,-2.42054291899318,-2.16152577426703,-1.773884331889,-2.24583991881531,-0.923868032433844,-2.25468672789571,-1.96361036929331,-2.07403311648236,-2.14876420058881,-1.07013318930925
"4",0.533333333333333,0.5,0.5,0.5,-2.3857457990409,-2.08939397632344,-2.15641630364568,-1.57252450856173,-0.829060313449799,-1.87010456308275,-1.72498241839371,-2.21114722105875,-2.13091064348357,-2.22944853881956
"5",-0.466666666666667,-0.5,-0.5,0.5,-2.0531049635057,-1.12031838260468,-1.34852651509757,-2.11978221718554,-1.63835616176192,-0.920265271224735,-1.08986977416051,-1.92390062681996,-2.0520825802916,-1.71456541892087
"5",-0.466666666666667,-0.5,0.5,0.5,-1.75735577348924,-1.12245333447032,-1.93977713256514,-2.38577087557236,-1.98057032429787,-1.72039307526744,-1.61896999821893,-1.60044151829021,-2.59943418865973,-2.02763375259366
"5",-0.466666666666667,0.5,-0.5,0.5,-1.74488882925472,-2.66087930608982,-0.967415488245134,-2.08112979533118,-1.159289931479,-2.11085233230897,-2.08293662827489,-1.66828697876883,-2.1267045994321,-2.59608233413272
"5",-0.466666666666667,0.5,0.5,0.5,-1.37051050170051,-1.84448509843325,-1.37673088676607,-2.45412207200033,-1.35796003752468,-2.49558528065366,-2.20317436364743,-2.37989712640274,-2.19567623101734,-2.5587633274716
"5",0.533333333333333,-0.5,-0.5,0.5,-2.72127606896539,-1.25393135647951,-2.18554714524583,-0.561173582437444,-2.16082215534937,-2.07475729921416,-1.10615973951938,-1.44075974136501,-0.790526653126011,-1.96451035240095
"5",0.533333333333333,-0.5,0.5,0.5,-1.24793960120408,-1.50064841744859,-1.38481551692543,-2.46678787744777,-0.826358733865166,-1.66408780466853,-2.06044701721454,-1.88262083717669,-2.06556589013483,-2.64880207589892
"5",0.533333333333333,0.5,-0.5,0.5,-1.7518888846779,-2.35904940072375,-1.18116149210979,-1.26257273369115,-1.35367575638074,-1.63880425339422,-1.01714856377652,-1.13335830898441,-1.25172488442568,-1.59628209247277
"5",0.533333333333333,0.5,0.5,0.5,-1.14694893107646,-1.63915516778209,-1.72429211394756,-1.39191533046607,-2.93752876096288,-2.52976818084757,-1.24115056893524,-1.67310483717212,-1.80144911544674,-2.26476257958104
"6",-0.466666666666667,-0.5,-0.5,0.5,-1.46023445404824,-2.05051936453377,-2.31044303434711,-1.55217105920448,-2.0271678733631,-2.0492201404254,-2.57720827894947,-1.57038336077577,-2.04726903125712,-2.59521378290521
"6",-0.466666666666667,-0.5,0.5,0.5,-1.64679454108485,-2.32423234868048,-1.96635576619845,-2.57981682230752,-2.15166272900426,-1.98591493975754,-1.4678773457642,-1.39204899239286,-2.11712956721501,-2.30870861239006
"6",-0.466666666666667,0.5,-0.5,0.5,-1.52459643428859,-1.74125543602754,-1.08123636503155,-0.816606209144205,-1.37414132663844,-1.6177480196307,-1.36538092065537,-2.013971885826,-1.32946860309917,-1.78849319793277
"6",-0.466666666666667,0.5,0.5,0.5,-2.08785992346532,-1.32972717668366,-1.09685951179997,-1.63676047241278,-1.34496889843316,-1.91430603856,-2.09226573720552,-0.824731673384247,-2.04435399171723,-2.06298569439786
"6",0.533333333333333,-0.5,-0.5,0.5,-1.34434653797429,-2.16483983734233,-2.09084700848461,-2.4557800729083,-1.9731798008962,-1.57730449853518,-1.41294730932871,-2.35926005901285,-1.39071954938388,-1.9343390288255
"6",0.533333333333333,-0.5,0.5,0.5,-1.41610561285571,-1.85285817332644,-1.86386843787514,-1.86859595992719,-1.80013102973415,-2.37873336475776,-0.61924420391645,-3.23718703193374,-1.72595420397439,-2.2694132615697
"6",0.533333333333333,0.5,-0.5,0.5,-2.80937537792441,-1.96254521171509,-1.52055491588667,-0.989630709700447,-2.90983323118357,-1.30169765036967,-1.24898147842449,-1.96414555632429,-1.75904831164731,-3.04962592556622
"6",0.533333333333333,0.5,0.5,0.5,-1.81404402950533,-1.38096909185802,-1.099533280915,-0.717447263374814,-0.986320633188257,-1.95211822621636,-1.78157957330436,-1.40437815797667,-3.16445239249463,-2.34528084201375
"7",-0.466666666666667,-0.5,-0.5,0.5,-1.13092036557532,-1.89969377345771,-2.3659752517853,-1.44774984426451,-1.67494242406626,-1.73979909891993,-1.82228128319537,-1.99643776708282,-0.748959597652764,-1.68009807810248
"7",-0.466666666666667,-0.5,0.5,0.5,-1.39262463717981,-1.23455638361655,-1.15656457415808,-2.34402581985127,-1.52792462869698,-1.50110938520689,-0.835149860638355,-1.53892452516573,-1.63378733453229,-2.4972018289131
"7",-0.466666666666667,0.5,-0.5,0.5,-2.1818228488983,-1.14291550987324,-1.72047000288943,-1.96406272199057,-1.89784895925998,-2.20296741645635,-0.588371711179125,-1.67404430825749,-2.11787650083994,-0.579540583089145
"7",-0.466666666666667,0.5,0.5,0.5,-1.6772743305681,-1.91423581925611,-1.27444401628414,-0.793069798760983,-1.49573838805965,-2.03456604439128,-1.6802151273774,-1.99323560752758,-1.24394602526511,-1.65267388889245
"7",0.533333333333333,-0.5,-0.5,0.5,-0.969406604406344,-1.44173029078953,-2.47554742035825,-2.70548610998649,-1.77436400975922,-2.88665586162773,-1.35616586034395,-3.12121942277588,-1.71033135407791,-1.91014173710731
"7",0.533333333333333,-0.5,0.5,0.5,-1.38771799746816,-2.13118265814175,-0.817547916251519,-1.4880741270289,-1.56581731458696,-1.15260993889378,-1.63587440807673,-1.56023472136829,-2.13417165374889,-2.1185610439481
"7",0.533333333333333,0.5,-0.5,0.5,-1.74953555643597,-1.12616623727157,-2.14247895975264,-1.29798036275112,-1.58786517027046,-2.46874282383209,-1.71313679657204,-2.29472655029311,-1.28850566824374,-2.03814356789043
"7",0.533333333333333,0.5,0.5,0.5,-2.16661140650003,-1.38072166812012,-2.08657850826514,-1.8797500690972,-1.69545078109476,-3.11674618682049,-1.31844554651684,-2.1090835328815,-1.92211395610966,-1.84678635934846
"8",-0.466666666666667,-0.5,-0.5,0.5,-1.13057701125218,-1.70096930537365,-1.45842423123708,-1.18372062617619,-1.40811226965294,-2.48212337300244,-2.34012806705238,-0.880904848588542,-1.98249127460784,-2.11331610740257
"8",-0.466666666666667,-0.5,0.5,0.5,-1.67401430292493,-1.85222926287145,-0.866648151070466,-1.05945720899991,-1.10945019696889,-0.536446621465214,-1.91314033063231,-1.46146613119362,-1.36881959610744,-2.15884922476875
"8",-0.466666666666667,0.5,-0.5,0.5,-1.96236390439264,-1.92960529340612,-1.53978806702687,-1.30753107740902,-1.92591257837426,-2.26874210110473,-1.91706339417711,-1.84906775340203,-0.968266855150138,-1.10589483116081
"8",-0.466666666666667,0.5,0.5,0.5,-1.44636830222198,-1.96839773109967,-2.10199123158942,-1.07348168304204,-1.05756339955563,-2.4005528809917,-2.09118827216745,-2.10159098887308,-1.56643050484271,-2.07777796993137
"8",0.533333333333333,-0.5,-0.5,0.5,-1.17358279408182,-0.972141045025782,-1.31848805227302,-2.34612597090598,-1.43099013982446,-0.233885025561651,-1.84730058957595,-1.42602195255267,-1.51937854586837,-2.08035676884046
"8",0.533333333333333,-0.5,0.5,0.5,-1.28146183426271,-1.38602198204018,-1.40442004743513,-1.16214710500563,-1.60576767902522,-1.71340498273071,-1.10642317808062,-2.32645061599525,-1.96654614876603,-1.42704880520128
"8",0.533333333333333,0.5,-0.5,0.5,-2.25791938862559,-2.31596837937105,-0.834916652639305,-1.41766125974601,-2.06122085072392,-1.28592344043257,-1.37952523738999,-1.1450432206814,-1.88622873209252,-2.2813477361117
"8",0.533333333333333,0.5,0.5,0.5,-1.72835410711737,-1.91728285510331,-0.91210241243496,-0.595791896508178,-1.87546290701324,-2.03375568798942,-1.65294652841541,-1.75570265938953,-1.88075865716296,-2.6533362425295
"1",-0.466666666666667,-0.5,-0.5,-0.5,-2.06243204493698,-2.2158270973031,-2.31280334256095,-1.401090918758,-1.35473556502445,-1.87276117787784,-0.585992096820509,-1.68236997616695,-2.16871975382471,-2.05537465094426
"1",-0.466666666666667,-0.5,0.5,-0.5,-2.09629012457769,-0.927285192396371,-0.511991574053096,-2.06439391494062,-2.04529796707588,-2.26464864123318,-2.32562305968092,-1.82557654724516,-1.32688106590435,-1.70829538045271
"1",-0.466666666666667,0.5,-0.5,-0.5,-1.28585622094435,-0.944539690908789,-1.96183000036444,-2.15078538399479,-2.42619383517785,-2.35464327729912,-1.07265916803112,-1.89526241815615,-2.32275236371166,-2.59569585563024
"1",-0.466666666666667,0.5,0.5,-0.5,-1.24795894113673,-2.43773115961357,-2.01880610582701,-1.62031323101167,-0.410657300499809,-1.94541833178278,-1.77943415957012,-1.55464970996211,-2.30113873016683,-2.35488580050067
"2",-0.466666666666667,-0.5,-0.5,-0.5,-1.50165540755931,-1.27228512505424,-2.48969887460461,-1.73343885947734,-1.95840632935624,-1.44131744563992,-1.80217711164447,-2.33183722151253,-1.50526386340675,-2.48370100237536
"2",-0.466666666666667,-0.5,0.5,-0.5,-1.16690474124562,-2.15770740487123,-1.98243612306629,-2.2083810611631,-2.06421430147173,-1.85166569751301,-1.82427766860545,-1.39843868004077,-0.765940930930511,-1.95987212031994
"2",-0.466666666666667,0.5,-0.5,-0.5,-1.55064524093319,-1.12375913912827,-2.10370930609895,-1.43205697184724,-1.71756592074651,-1.46303379651197,-1.7723901634021,-1.88102411497703,-0.874906811379969,-1.50245258441022
"2",-0.466666666666667,0.5,0.5,-0.5,-0.932380013608688,-1.77010571247745,-1.68650214689611,-1.94775582731923,-1.55489240298168,-2.29358479282834,-1.70328616483355,-2.45946808344838,-1.17584359151038,-1.90377716172997
"2",0.533333333333333,-0.5,-0.5,-0.5,-1.31457516904292,-1.89346606212928,-1.95101961445305,-1.49610732163071,-1.00614375773116,-1.49137803597277,-2.15632999738853,-2.12273306024627,-1.84965266014436,-2.28400829658735
"2",0.533333333333333,-0.5,0.5,-0.5,-1.00021447761825,-0.66072745487852,-1.28872306612151,-1.28959895697807,-2.09680008462045,-1.73228860452471,-1.91982452957612,-2.67906742945228,-2.10436202925716,-2.62513665069385
"2",0.533333333333333,0.5,-0.5,-0.5,-1.27226261702088,-1.83952506668826,-1.53266017719524,-2.24784210376025,-1.53953892422115,-1.94225661482674,-2.31831027262326,-1.30093273987031,-2.11350048515863,-2.35436148497991
"2",0.533333333333333,0.5,0.5,-0.5,-1.57047505788814,-2.16389652220671,-1.60110262515221,-1.80970630523401,-0.815663383814429,-2.33820521292093,-1.72115437539024,-1.27287992385682,-2.13088196121763,-1.23962160679853
"3",-0.466666666666667,-0.5,-0.5,-0.5,-1.58748722586163,-2.43349159118275,-2.3932053584289,-2.43019340646898,-2.44885392638885,-2.39578078389649,-1.50683762399633,-1.6985216112404,-2.29203602081662,-2.52534143787726
"3",-0.466666666666667,-0.5,0.5,-0.5,-1.37163450901742,-1.91892590104042,-2.40810463917006,-0.722404468580742,-2.31897735641354,-2.40445996400075,-1.35189071476536,-2.44130417602708,-1.77327102912593,-1.42511979404901
"3",-0.466666666666667,0.5,-0.5,-0.5,-1.15999324764506,-1.80862574550268,-2.2529697411271,-1.54204896912064,-1.38634223643779,-2.66341851742012,-2.11872629731933,-0.911273706472968,-2.05345044465963,-1.22078845699105
"3",-0.466666666666667,0.5,0.5,-0.5,-1.95942389006459,-2.35912423922009,-2.32105415362542,-1.66952522816334,-1.54295000960146,-2.30749600078831,-1.8725450466594,-2.12174194539508,-1.80784426998616,-2.85435103846232
"3",0.533333333333333,-0.5,-0.5,-0.5,-1.61951089019417,-1.56461128360061,-1.40064205573201,-1.40406902328631,-2.52307349147927,-1.84646561545658,-2.03888598249901,-2.71576728525242,-2.66532343870448,-2.52425006310453
"3",0.533333333333333,-0.5,0.5,-0.5,-1.36867287142389,-2.38034177995678,-1.49647708510273,-1.75626209728065,-1.35339509409468,-1.84225076013677,-2.19015394264053,-2.20569061645776,-1.8746126126585,-2.86287395202399
"3",0.533333333333333,0.5,-0.5,-0.5,-2.63624050659899,-1.95906023027321,-2.50674752613196,-2.38833480810665,-2.00158690901834,-2.2035421787217,-1.89949495671222,-1.95872005057391,-2.62020081501788,-2.73240679894988
"3",0.533333333333333,0.5,0.5,-0.5,-1.47397924254092,-0.926667857191182,-1.90398134417887,-1.51371804571808,-1.95026699620523,-2.49286039318746,-1.72932722834216,-2.58006828795538,-2.67876479022144,-2.85172604338618
"4",-0.466666666666667,-0.5,-0.5,-0.5,-1.09527286662329,-0.946582732203119,-1.60135705229523,-1.92429836727686,-1.73315457999516,-1.9780714735813,-1.16517653119086,-1.98709139020706,-2.1709703653138,-2.06202472474126
"4",-0.466666666666667,-0.5,0.5,-0.5,-1.55885061313036,-1.83268807067745,-1.14879152894741,-0.946428519751987,-1.69911184826166,-1.11883676114042,-1.75551834430281,-2.26358715161704,-2.15076482727404,-2.10978012815086
"4",-0.466666666666667,0.5,-0.5,-0.5,-1.76738273325812,-2.16594016410216,-1.74899380883491,-0.819901907950019,-2.06803878497105,-2.30560460696737,-2.09512144351876,-2.14775338983541,-1.79144834954646,-1.81324360976377
"4",-0.466666666666667,0.5,0.5,-0.5,-0.392412839067989,-2.00846038716159,-2.3850483255134,-1.83140264183465,-1.70936462338052,-2.12385827748527,-2.02011170880694,-2.09893855072674,-1.53243199042868,-1.00555435367696
"4",0.533333333333333,-0.5,-0.5,-0.5,-2.31598299331488,-1.83005145192137,-1.47239370462348,-2.00232070428086,-2.15525702235912,-1.9393663476578,-1.39323026974265,-1.60328599198888,-2.32403155476119,-2.25788836977214
"4",0.533333333333333,-0.5,0.5,-0.5,-1.65139803626743,-1.40653413512776,-1.61676590337519,-1.63392108118724,-0.38050888152793,-2.26099934071871,-2.33995107757644,-2.2389673278143,-2.03711147563082,-1.74178874514647
"4",0.533333333333333,0.5,-0.5,-0.5,-1.67451260551012,-1.71009844721438,-1.15641521584706,-1.85917435831022,-2.22975503927541,-1.18785748296507,-1.5889546391579,-2.03236374397749,-2.08262912088425,-1.54753967150015
"4",0.533333333333333,0.5,0.5,-0.5,-1.77224893580778,-2.10317996315492,-2.15475981518709,-0.999201958017126,-2.08661198290856,-1.98780440794167,-1.68985886373316,-0.889981615422717,-2.00619452894444,-1.65412594020325
"5",-0.466666666666667,-0.5,-0.5,-0.5,-2.41552968342728,-1.34629421637127,-2.21705089065657,-1.96716001275905,-1.11105150267875,-2.02441261507093,-2.35574607512365,-1.48477379401736,-2.28649482445659,-2.48014305177166
"5",-0.466666666666667,-0.5,0.5,-0.5,-0.326784223917983,-0.72710417727382,-1.13689092949111,-1.44739885697882,-2.63241960410748,-2.2905853854787,-2.56127459869109,-1.48147379497187,-2.08757527545876,-2.93037081066136
"5",-0.466666666666667,0.5,-0.5,-0.5,-1.55186254578163,-1.16107705097067,-1.6697889445236,-1.66510366142368,-1.0834210423494,-0.974986386418035,-2.4638331828024,-2.36328701440205,-2.43506771535712,-2.13381773263314
"5",-0.466666666666667,0.5,0.5,-0.5,-2.00647153799454,-1.25943145739198,-1.98469968022259,-0.798698924303239,-1.90801120431749,-1.18851799957276,-1.88884674300586,-0.72271343377493,-2.28113584523096,-1.77524799481098
"5",0.533333333333333,-0.5,-0.5,-0.5,-1.34766888526793,-1.58411633199847,-1.83634617898154,-1.50699526995219,-2.44823865541849,-2.25871711521078,-1.92849428819812,-1.90824699079854,-2.1818845627434,-2.79100728499407
"5",0.533333333333333,-0.5,0.5,-0.5,-1.09705931774566,-1.20952927378768,-2.42611096137014,-1.92176160971039,-1.58645178145047,-2.16024198534033,-1.84171292505519,-1.89353487210419,-1.7512044436824,-1.34351526927876
"5",0.533333333333333,0.5,-0.5,-0.5,-1.72343678242688,-2.05429766421199,-1.53457211088409,-1.42599314765387,-1.82658646984924,-1.42919501153014,-2.69562699111857,-2.72907925844053,-1.8113729148749,-2.68179535096277
"5",0.533333333333333,0.5,0.5,-0.5,-2.64316906520869,-2.11260273926662,-2.15169458255066,-1.20037822863672,-1.84494868103995,-1.91375154165884,-1.10064166169267,-1.23026288742219,-1.94197751142127,-2.13459057080929
"6",-0.466666666666667,-0.5,-0.5,-0.5,-1.33874530377386,-1.96255517667714,-2.01466217755337,-1.95800224318538,-1.05663764782631,-1.66119045476739,-2.39312899786911,-1.45697489846906,-1.36348994355629,-1.87033013782401
"6",-0.466666666666667,-0.5,0.5,-0.5,-1.8689127204878,-2.19898255245807,-2.0366209104557,-1.62984882912039,-1.73073503295119,-0.815672782566067,-1.22747710703465,-1.9589345753553,-2.32498908937024,-2.32730224627895
"6",-0.466666666666667,0.5,-0.5,-0.5,-1.83251381604532,-2.47352071577577,-2.2229923641523,-0.885265573461987,-1.22782073554516,-1.59245554407047,-1.29211484634694,-2.45504680904621,-2.17920090536036,-1.5940881297849
"6",-0.466666666666667,0.5,0.5,-0.5,-1.48795383776545,-0.715106336608478,-1.80391005213796,-1.08694257705876,-2.67366774234387,-2.39597702490332,-2.32575337277853,-2.30018607908358,-1.92522084837902,-1.08314964879402
"6",0.533333333333333,-0.5,-0.5,-0.5,-1.44960648411566,-2.03784215441635,-1.56504904928244,-1.01324409709428,-1.12319810168826,-2.01492466874213,-1.48646050074967,-1.13715643348959,-2.31980394010524,-1.9071929667249
"6",0.533333333333333,-0.5,0.5,-0.5,-1.19040309921832,-1.73754324429412,-1.34860462132415,-1.4538824456231,-1.63213757938846,-1.16755171580998,-2.6656649190875,-1.67250811192477,-1.56757829510793,-2.52702738452485
"6",0.533333333333333,0.5,-0.5,-0.5,-2.0180216721144,-1.50643960574995,-1.04419177180173,-1.78397924030686,-0.975559476086014,-2.26020947915767,-1.40346309234628,-1.66025035040322,-1.90248788350035,-1.92774456570391
"6",0.533333333333333,0.5,0.5,-0.5,-1.95080875687511,-1.15192764184614,-1.58716786712255,-1.5575818650269,-2.26437506076261,-1.95240784684054,-1.52098826814312,-2.66049658341333,-1.31988088045265,-1.39557378315728
"7",-0.466666666666667,-0.5,-0.5,-0.5,-2.13162981234907,-1.09603116263031,-2.09867912313286,-1.81704612901281,-1.08677658627466,-1.03083470229593,-1.69596626691856,-1.25219478369846,-2.07784880297502,-2.13496895377272
"7",-0.466666666666667,-0.5,0.5,-0.5,-1.04815075659069,-1.56639756639642,-1.88601050650009,-1.40886368669992,-2.30492382842207,-1.75839998884104,-1.89291084465569,-2.20738925879469,-2.52548000227479,-2.37902471690841
"7",-0.466666666666667,0.5,-0.5,-0.5,-2.11347270066808,-1.82379938605886,-1.45227298389471,-1.04708595732182,-0.887510062129784,-1.82455765518453,-1.63319612970065,-2.07528384934907,-1.65874055511179,-2.40521220885734
"7",-0.466666666666667,0.5,0.5,-0.5,-1.33739063288652,-1.5515571770351,-1.5964122134484,-1.81963192064582,-0.153629030789586,-2.48181462664296,-2.41543927166774,-2.10367010482899,-2.16558047951276,-2.40099557865445
"7",0.533333333333333,-0.5,-0.5,-0.5,-1.13854689827822,-1.94438460219234,-1.64841882048987,-2.53738407094242,-1.62883076374454,-1.52137765768717,-1.5293631853671,-1.25808771694934,-1.47147363273357,-1.95341744821745
"7",0.533333333333333,-0.5,0.5,-0.5,-1.53744804596548,-1.23089545648449,-1.09976455883019,-1.20965382503785,-1.98392073342285,-2.03305431158659,-2.21577143603821,-1.80038631255452,-2.34937132711153,-2.60420834166714
"7",0.533333333333333,0.5,-0.5,-0.5,-1.01867530409274,-1.38621494993344,-1.71079228224464,-1.22189304838066,-1.42619044478709,-2.46248223911798,-1.15514202081931,-2.24252599300352,-1.98543012896015,-2.20706010501585
"7",0.533333333333333,0.5,0.5,-0.5,-1.61332062528201,-2.03509560794157,-0.926361779835429,-1.23448855285897,-1.45195410989131,-2.40698941154968,-1.8695548545108,-0.963227320300912,-2.28424702461032,-1.04774479338986
"8",-0.466666666666667,-0.5,-0.5,-0.5,-1.64666638762484,-1.17855597421624,-2.12518795000611,-1.17531498489749,-1.67183427835941,-1.79016797228192,-1.2644655698667,-1.12466763114415,-1.9666881062327,-1.83923359873938
"8",-0.466666666666667,-0.5,0.5,-0.5,-1.17846623844927,-2.09670561808051,-2.37279985789005,-1.53231822281334,-1.50222558675326,-1.8520128423648,-1.70934360338977,-1.99509578313537,-1.98085097654396,-2.09284305717587
"8",-0.466666666666667,0.5,-0.5,-0.5,-1.88904035499155,-1.36086583512002,-1.56401013438019,-1.49406776663324,-0.885895364050528,-2.00936143552825,-1.65435250695177,-1.83997258828386,-1.90392269502704,-2.73020256089937
"8",-0.466666666666667,0.5,0.5,-0.5,-0.979342894770204,-1.60707568815887,-0.815847436365563,-1.8281949112813,-2.52585570249741,-1.88794856761225,-1.93407647199798,-1.68375012075046,-2.21775582005448,-1.57357342780268
"8",0.533333333333333,-0.5,-0.5,-0.5,-1.50550479174347,-1.64868147119634,-1.18681841004666,-1.20890746352863,-2.02421962406012,-1.48462436187189,-1.66968589807785,-1.65693789843985,-2.18662114141447,-2.01209364986455
"8",0.533333333333333,-0.5,0.5,-0.5,-1.21291625631647,-1.91554198642079,-2.07831132614668,-1.54513879362093,-1.64827028598562,-1.53262446335404,-2.76770067507818,-1.70297498299761,-1.89938594368248,-1.71840179939702
"8",0.533333333333333,0.5,-0.5,-0.5,-1.00688701965587,-1.1070555090723,-0.638925267625169,-0.864417875495295,-1.59845443927474,-2.15836781776786,-1.60162671005761,-1.43085316262705,-1.03640380886407,-2.02259732550802
"8",0.533333333333333,0.5,0.5,-0.5,-2.16256438538891,-1.32712268288951,-1.61394427021757,-2.0632930741056,-1.22768007023529,-0.737860257417491,-1.59363872549111,-1.12788132714833,-1.86945630074466,-1.80783934485333
